Категория;Товар;Цена;Адрес;Видим;Рекомендуемый;Бренд;Вариант;"Старая цена";Артикул;Склад;"Заголовок страницы";"Ключевые слова";"Описание страницы";Аннотация;Описание;Изображения;Диаметр;Высота;Вес;Долговечность;Упаковка;"Срок годности"
"Букеты, Букеты/Розы, По случаю/День рождения, По случаю/Поздравление, По случаю/Извинение, Композиции/Авторские букеты, Стиль/Красный, Кому/Женщине, Кому/Мужчине, Кому/Любимой";Чары;1800.00;chary;1;;;"средний (25-30см)";;;;Чары;"Шерше ля фам, Букеты, Розы";"гипсофила - 2 шт.   джут - 1 шт.   лента - 1 шт.   лист аспидистры - 6 шт.   роза 50 см - 7 шт.   рускус - 5 шт.";"<p>гипсофила - 2 шт. <br /> джут - 1 шт. <br /> лента - 1 шт. <br /> лист аспидистры - 6 шт. <br /> роза 50 см - 7 шт. <br /> рускус - 5 шт.</p>";;shershe-lja-fam_500x600.jpg;;;;;;
"Букеты, Букеты/Хризантемы, По случаю/На свадьбу, По случаю/Поздравление, Композиции/Авторские букеты, Стиль/Белый, Стиль/Нежный, Кому/Женщине, Кому/Любимой";"Нежные чувства";1360.00;nezhnye-chuvstva;1;;;"Малый (15-20см)";;;;"Нежные чувства";"Белый шелк, Букеты, Хризантемы, На свадьбу, Поздравление, Авторские букеты";"аспарагус умбеллатус - 1 шт.  бутоньерка - 1 шт.  гипсофила - 1 шт.  лента - 4 шт.  портбукетница - 1 шт.  хризантема кустовая - 5 шт.";"<p>аспарагус умбеллатус - 1 шт.<br /> бутоньерка - 1 шт.<br /> гипсофила - 1 шт.<br /> лента - 4 шт.<br /> портбукетница - 1 шт.<br /> хризантема кустовая - 5 шт.</p>";;belyj-shelk-_b.jpg;;;;;;
"Букеты, Букеты/Гвоздики, Букеты/Хризантемы, По случаю/Поздравление, По случаю/Проф. праздник, Композиции/Авторские букеты, Композиции/Весенние, Стиль/Яркий, Кому/Женщине, Кому/Учителю";"День знаний";2840.00;den-znanij;1;;;"Букет средний (25-30 см)";;;;"День знаний";"Светлое прошлое, Букеты";"гвоздика - 7 шт. декор - 1 шт. лента большая - 1 шт. сетка - 1 шт. солидаго - 3 шт. фисташки зелень - 8 шт. хризантема кустовая - 3 шт. хризантема одиночная - 4 шт.";"<p>гвоздика - 7 шт.<br />декор - 1 шт.<br />лента большая - 1 шт.<br />сетка - 1 шт.<br />солидаго - 3 шт.<br />фисташки зелень - 8 шт.<br />хризантема кустовая - 3 шт.<br />хризантема одиночная - 4 шт.</p>";;svetloe-proshloe_b.jpg;;;;;;
"Букеты, Букеты/Хризантемы, По случаю/Поздравление, Композиции/Осенние, Стиль/Желтый, Стиль/Зеленый, Стиль/Розовый, Кому/Женщине, Кому/Учителю, Кому/Маме, Кому/Мужчине";"Осенний микс";2880.00;osennij-miks;1;;;"средний (30-35см)";;;;"Осенний микс";"Всё будет хорошо!, Букеты, Хризантемы";"хризантема одиночная - 12 шт.   хризантема шамрок - 5 шт.   лента - 1шт.";"<p>хризантема одиночная - 12 шт. <br /> хризантема шамрок - 5 шт. <br /> лента - 1шт.</p>";;vse-budet-horosho_500x600.jpg;;;;;;
"Букеты, Букеты/Альстромерии, Букеты/Орхидеи, Букеты/Розы, Букеты/Хризантемы, По случаю/Поздравление, По случаю/День рождения, По случаю/Извинение, По случаю/Благодарность, Композиции/Авторские букеты, Стиль/Красный, Стиль/Белый, Кому/Женщине, Кому/Маме, Кому/Семье, Кому/Мужчине";Шик;9030.00;shik;0;;;"Букет большой (35-50см)";;;;Шик;"Эрмитаж, Композиции, Букеты";"альстромерия - 6 шт. гипсофила - 2 шт. горшечная орхидея - 1 шт. конфеты &laquo;Раффаэлло&raquo; - 1 шт. корзина большая - 1 шт. лента - 2 шт. лист аспидистры - 9 шт. пиафлор большой - 2 шт. роза 50 см - 9 шт. хризантема кустовая - 7 шт. хризантема одиночная 5-  шт. эвкалипт - 5 шт.";"<p>альстромерия - 6 шт.<br />гипсофила - 2 шт.<br />горшечная орхидея - 1 шт.<br />конфеты &laquo;Раффаэлло&raquo; - 1 шт.<br />корзина большая - 1 шт.<br />лента - 2 шт.<br />лист аспидистры - 9 шт.<br />пиафлор большой - 2 шт.<br />роза 50 см - 9 шт.<br />хризантема кустовая - 7 шт.<br />хризантема одиночная 5-&nbsp; шт.<br />эвкалипт - 5 шт.</p>";;jermitazh_b.jpg;;;;;;
"Букеты, Букеты/Розы, Букеты/Хризантемы, По случаю/День рождения, По случаю/Поздравление, Композиции/Авторские букеты, Стиль/Желтый, Стиль/Розовый, Кому/Женщине, Кому/Любимой, Кому/Семье, Кому/Мужчине";"Контрасты любви";2040.00;kontrasty-lyubvi;1;1;;"Малый 15-20 см";;;;"Контрасты любви";"Рубины в янтаре, Букеты";;;;rubiny-v-jantare_s_1.jpg;;;;;;
"Букеты, Букеты/Розы, Букеты/Хризантемы, По случаю/День рождения, По случаю/Поздравление, Композиции/Авторские букеты, Стиль/Желтый, Стиль/Розовый, Кому/Женщине, Кому/Любимой, Кому/Семье, Кому/Мужчине";"Контрасты любви";4940.00;kontrasty-lyubvi;1;1;;"Средний 25-30 см";;;;"Контрасты любви";"Рубины в янтаре, Букеты";;;;rubiny-v-jantare_s_1.jpg;;;;;;
"Букеты, Букеты/Розы, Букеты/Хризантемы, По случаю/День рождения, По случаю/Поздравление, Композиции/Авторские букеты, Стиль/Желтый, Стиль/Розовый, Кому/Женщине, Кому/Любимой, Кому/Семье, Кому/Мужчине";"Контрасты любви";8550.00;kontrasty-lyubvi;1;1;;"Большой 35-40 см";;;;"Контрасты любви";"Рубины в янтаре, Букеты";;;;rubiny-v-jantare_s_1.jpg;;;;;;
"Букеты, Композиции/Новогодние букеты, По случаю/Поздравление, По случаю/Бизнес-поздравления, Стиль/Разноцветный, Кому/Женщине, Кому/Мужчине, Кому/Семье";"Рождественское чудо";2630.00;rozhdestvenskoe-chudo;1;;;"Средний (25-30см)";;;;"Рождественское чудо";"Загадай желание, Букеты, Новогодние букеты, Поздравление, Новый год";"гиперикум - 6 шт  гипсофила - 1 шт  лента - 1 шт  мандарин - 9 шт  пиафлор - 1 шт  поддон - 1 шт  рускус - 1 шт  cвеча большая - 1 шт  сосна/пихта - 1 шт  шишка - 15 шт";"<p>гиперикум - 6 шт<br /> гипсофила - 1 шт<br /> лента - 1 шт<br /> мандарин - 9 шт<br /> пиафлор - 1 шт<br /> поддон - 1 шт<br /> рускус - 1 шт<br /> cвеча большая - 1 шт<br /> сосна/пихта - 1 шт<br /> шишка - 15 шт</p>";;zagadaj-zhelanie_b.jpg;;;;;;
"Букеты, Букеты/Розы, По случаю/Поздравление, Композиции/Новогодние букеты, По случаю/Бизнес-поздравления, Стиль/Яркий, Кому/Мужчине, Кому/Женщине, Кому/Маме, Кому/Любимой";"Ночь чудес";1970.00;noch-chudes;1;;;"малый (15-20см)";;;;"Ночь чудес";"Час чудес, Букеты, Розы, Поздравление, Настольные";"декор - 6 шт.   ель нобилис - 1 шт.   карелиус - 1 шт.   кашпо керамика - 1 шт.   лента большая - 1 шт.   пиафлор малый - 1 шт.   роза 50 см - 3шт.   шар новогодний - 1 шт.   шишка - 5 шт.";"<p>декор - 6 шт. <br /> ель нобилис - 1 шт. <br /> карелиус - 1 шт. <br /> кашпо керамика - 1 шт. <br /> лента большая - 1 шт. <br /> пиафлор малый - 1 шт. <br /> роза 50 см - 3шт. <br /> шар новогодний - 1 шт. <br /> шишка - 5 шт.</p>";;chas-chudes_500x600.jpg;;;;;;
"Букеты, Букеты/Тюльпаны, По случаю/День рождения, По случаю/Поздравление, Композиции/Весенние, Стиль/Яркий, Стиль/Разноцветный, Кому/Женщине, Кому/Маме, Кому/Любимой";"Аромат весны";4120.00;aromat-vesny;1;;;"средний (25-30см)";;;;"Аромат весны";"Ева, Букеты";"лента - 1 шт.   тюльпан - 51 шт.";"<p>лента - 1 шт. <br /> тюльпан - 51 шт.</p>";;eva_500x600.jpg;;;;;;
"Букеты, Букеты/Орхидеи, По случаю/Поздравление, Композиции/Новогодние букеты, Композиции/Зимние, Стиль/Нежный, Кому/Женщине, Кому/Мужчине, Кому/Маме, Кому/Семье";"Последняя ночь в году";3210.00;poslednyaya-noch-v-godu;1;;;"Средний (25-30см)";;;;"Последняя ночь в году";"Вифлеемская звезда, Букеты";"астильба - 5 шт.  аспарагус заснеженный декор -1 шт.  декор звезда - 3 шт.  ель нобилис - 1 шт.  кашпо стекло - 1 шт.  лента - 1 шт.  орхидея - 1 шт.  пиафлор - 1 шт.  cвеча большая - 1 шт.  шар новогодний - 3 шт.  шар новогодний большой - 3 шт.";"<p>астильба - 5 шт.<br /> аспарагус заснеженный декор -1 шт.<br /> декор звезда - 3 шт.<br /> ель нобилис - 1 шт.<br /> кашпо стекло - 1 шт.<br /> лента - 1 шт.<br /> орхидея - 1 шт.<br /> пиафлор - 1 шт.<br /> cвеча большая - 1 шт.<br /> шар новогодний - 3 шт.<br /> шар новогодний большой - 3 шт.</p>";;vifleemskaja-zvezda_b.jpg;;;;;;
