Категория;Товар;Цена;Адрес;Видим;Рекомендуемый;Бренд;Вариант;"Старая цена";Артикул;Склад;"Заголовок страницы";"Ключевые слова";"Описание страницы";Аннотация;Описание;Изображения;Диаметр;Высота;Вес;Долговечность;Упаковка;"Срок годности"
"Букеты, Букеты/Герберы , По случаю/Поздравление, По случаю/Извинение, По случаю/Для новорожденного, Композиции/Авторские букеты, Стиль/Разноцветный, Стиль/Красный, Кому/Ребёнку, Кому/Любимой, Кому/Женщине";"Сказочный герой";3390.00;skazochnyj-geroj;0;;;"Малый (15-20см)";;;;"Сказочный герой";"Чебурашка, Букеты, Герберы ";"берграсс - 1 шт.  вероника вайт - 6 шт.  гербера - 3 шт.  гипсофила - 1 шт.  декор - 3 шт.  игрушка - 1 шт.  пиафлор малый - 1 шт.  рускус - 3 шт.  трахелиум - 3 шт.  хризантема кустовая - 1 шт.";"<p>берграсс - 1 шт.<br /> вероника вайт - 6 шт.<br /> гербера - 3 шт.<br /> гипсофила - 1 шт.<br /> декор - 3 шт.<br /> игрушка - 1 шт.<br /> пиафлор малый - 1 шт.<br /> рускус - 3 шт.<br /> трахелиум - 3 шт.<br /> хризантема кустовая - 1 шт.</p>";;cheburashka_b.jpg;;;;;;
"Букеты, Букеты/Розы, По случаю/Поздравление, По случаю/Извинение, Композиции/Авторские букеты, Стиль/Красный, Кому/Любимой, Кому/Женщине, Кому/Коллеге, Кому/Маме, Кому/Мужчине";"Красивый жест";810.00;krasivyj-zhest;1;;;"Малый (15-20см)";;;;"Красивый жест";"Герольд любви, Букеты, Розы";"вероника вайт - 2 шт.  гипсофила - 1 шт.  декор - 1 шт.  органза - 1 шт.  роза 60 см - 1 шт.  тинги - 2 шт.";"<p>вероника вайт - 2 шт.<br /> гипсофила - 1 шт.<br /> декор - 1 шт.<br /> органза - 1 шт.<br /> роза 60 см - 1 шт.<br /> тинги - 2 шт.</p>";;gerold-ljubvi_b.jpg;;;;;;
"Букеты, Букеты/Герберы , По случаю/День рождения, По случаю/Поздравление, По случаю/Благодарность, Композиции/Весенние, Стиль/Желтый, Кому/Женщине, Кому/Учителю, Кому/Жене, Кому/Мужчине, Кому/Семье, Кому/Бабушке, Кому/Маме";Первоклашка;3380.00;pervoklashka;1;;;"Cредний (25-30см)";;;;Первоклашка;"Школьная весна, Букеты";"карандаши - 1 шт. тюльпан - 7 шт. гербера - 3 шт. солидаго - 5 шт. ромашка - 2 шт. лист аспидистры - 3 шт. гипсофила - 1 шт. рускус - 7 шт. бабочка - 2 шт. каркас - 1 шт. фетр 1 шт. лента 1 шт.";"<p>карандаши - 1 шт.<br />тюльпан - 7 шт.<br />гербера - 3 шт.<br />солидаго - 5 шт.<br />ромашка - 2 шт.<br />лист аспидистры - 3 шт.<br />гипсофила - 1 шт.<br />рускус - 7 шт.<br />бабочка - 2 шт.<br />каркас - 1 шт.<br />фетр 1 шт.<br />лента 1 шт.</p>";;shkolnaja-vesna_b.jpg;;;;;;
"Букеты, Букеты/Хризантемы, По случаю/Поздравление, По случаю/Проф. праздник, По случаю/Бизнес-поздравления, По случаю/На свадьбу, Композиции, Композиции/Авторские букеты, Стиль/Красный, Кому/Женщине, Кому/Любимой, Кому/Семье, Кому/Мужчине, Кому/Деловому партнеру";"Гармоничный контраст";2880.00;garmonichnyj-kontrast;1;;;"Большой (50-60см)";;;;"Гармоничный контраст";"Плывущая ладья, Букеты";"гвоздика 20 шт. лист аспидистры 6 шт. пиафлор большой 1 шт. поддон 1 шт. рускус 2 шт. хризантема кустовая 6 шт.";"<p>гвоздика 20 шт.<br />лист аспидистры 6 шт.<br />пиафлор большой 1 шт.<br />поддон 1 шт.<br />рускус 2 шт.<br />хризантема кустовая 6 шт.</p>";;plyvushchaja-ladja_b.jpg;;;;;;
"Букеты, По случаю/На свадьбу, Букеты/Герберы , Букеты/Альстромерии, Композиции/Авторские букеты, Композиции/Летние, Стиль/Яркий, Стиль/Розовый, Кому/Женщине";"Первая встреча";2170.00;pervaya-vstrecha;1;;;"Малый (15-20см)";;;;"Первая встреча";"Прекрасная незнакомка, Букеты, Свадьба";"гербера 3 шт. эустома (лизиантус) 2 шт. альстромерия 3 шт. берграсс 1 шт. рускус 4 шт. гипсофила 1 шт. вероника вайт 3 шт. портбукетница 1 шт. лента 1 шт. бутоньерка 1 шт.";"<p>гербера 3 шт.<br />эустома (лизиантус) 2 шт.<br />альстромерия 3 шт.<br />берграсс 1 шт.<br />рускус 4 шт.<br />гипсофила 1 шт.<br />вероника вайт 3 шт.<br />портбукетница 1 шт.<br />лента 1 шт.<br />бутоньерка 1 шт.</p>";;prekrasnaja-neznakomka_b.jpg;;;;;;
"Букеты, Букеты/Розы, По случаю, По случаю/День рождения, По случаю/Поздравление, По случаю/Извинение, По случаю/Благодарность, Композиции/Летние, Композиции/Зимние, Стиль/Желтый, Кому/Маме, Кому/Женщине, Кому/Любимой, Кому/Жене";"Золотой луч";21640.00;zolotoj-luch;1;1;;"Большой (50-60см)";;;;"Золотой луч";"Звезда по имени Солнце, Букеты, Букеты";"лента - 1 шт. роза эквадорская - 101 шт.";"<p>лента - 1 шт.<br />роза эквадорская - 101 шт.</p>";;zvezda-po-imeni-solnce_b.jpg;;;;;;
"Букеты, Букеты/Розы, По случаю/На свадьбу, Композиции/Авторские букеты, Стиль/Фиолетовый, Стиль/Белый, Кому/Женщине";"Изысканный вкус";16670.00;izyskannyj-vkus;1;;;Коллекция;;;;"Изысканный вкус";"Морозная свежесть, Букеты, Розы";;;;moroznaja-svezhest_b4_1.jpg;;;;;;
"Букеты, Букеты/Розы, По случаю/На свадьбу, Композиции/Авторские букеты, Стиль/Фиолетовый, Стиль/Белый, Кому/Женщине";"Изысканный вкус";3740.00;izyskannyj-vkus;1;;;"Малый (15-20см)";;;;"Изысканный вкус";"Морозная свежесть, Букеты, Розы";;;;moroznaja-svezhest_b4_1.jpg;;;;;;
"Букеты, Букеты/Розы, По случаю/На свадьбу, Композиции/Авторские букеты, Стиль/Фиолетовый, Стиль/Белый, Кому/Женщине";"Изысканный вкус";6670.00;izyskannyj-vkus;1;;;"Средний (25-30см)";;;;"Изысканный вкус";"Морозная свежесть, Букеты, Розы";;;;moroznaja-svezhest_b4_1.jpg;;;;;;
"Букеты, Букеты/Розы, По случаю/На свадьбу, Композиции/Авторские букеты, Стиль/Фиолетовый, Стиль/Белый, Кому/Женщине";"Изысканный вкус";6310.00;izyskannyj-vkus;1;;;"Большой (35-40см)";;;;"Изысканный вкус";"Морозная свежесть, Букеты, Розы";;;;moroznaja-svezhest_b4_1.jpg;;;;;;
"Букеты, Букеты/Розы, Букеты/Лилии, Букеты/Хризантемы, По случаю/На свадьбу, Композиции/Авторские букеты, Стиль/Белый, Стиль/Розовый, Стиль/Нежный, Кому/Любимой";"Лесная фея";3460.00;lesnaya-feya;1;;;"Малый (15-20см)";;;;"Лесная фея";"Слезы счастья, Букеты, Свадьба";"аспарагус умбеллатус - 1 шт. берграсс - 1 шт. бутоньерка - 1 шт. гипсофила - 1 шт. декор бусины - 1 шт. лента - 4 шт. лилия ветка - 2 шт. портбукетница - 1 шт. роза 60 см - 11 шт. хризантема кустовая - 2 шт.";"<p>аспарагус умбеллатус - 1 шт.<br />берграсс - 1 шт.<br />бутоньерка - 1 шт.<br />гипсофила - 1 шт.<br />декор бусины - 1 шт.<br />лента - 4 шт.<br />лилия ветка - 2 шт.<br />портбукетница - 1 шт.<br />роза 60 см - 11 шт.<br />хризантема кустовая - 2 шт.</p>";;slezy-schastja_b.jpg;;;;;;
"Букеты, Букеты/Розы, По случаю, По случаю/На свадьбу, Композиции, Композиции/Авторские букеты, Стиль, Стиль/Белый, Стиль/Розовый, Стиль/Нежный, Кому/Любимой";Королевна;3760.00;korolevna;1;;;"Малый (15-20см)";;;;Королевна;"Принцесса, Букеты, Свадьба";"бутоньерка - 1 шт. гипсофила - 3 шт. лента - 1 шт. портбукетница - 1 шт. роза 60 см - 19 шт. рускус - 5 шт.";"<p>бутоньерка - 1 шт.<br />гипсофила - 3 шт.<br />лента - 1 шт.<br />портбукетница - 1 шт.<br />роза 60 см - 19 шт.<br />рускус - 5 шт.</p>";;princessa_500h600.jpg;;;;;;
"Букеты, Букеты/Розы, По случаю/На свадьбу, Композиции/Авторские букеты, Стиль/Белый, Стиль/Розовый, Кому/Любимой";"Очей очарование";3290.00;ochej-ocharovanie;1;;;"Букет малый (15-20см)";;;;"Очей очарование";"Charmant, Букеты, Свадьба";"берграсс - 1 шт. бутоньерка - 1 шт. декор бусины - 1 шт. лента - 4 шт. портбукетница - 1 шт. роза 60 см - 15 шт. рускус - 7 шт.";"<p>берграсс - 1 шт.<br />бутоньерка - 1 шт.<br />декор бусины - 1 шт.<br />лента - 4 шт.<br />портбукетница - 1 шт.<br />роза 60 см - 15 шт.<br />рускус - 7 шт.</p>";;charmant_b.jpg;;;;;;
"Букеты, Букеты/Хризантемы, По случаю, По случаю/Бизнес-поздравления, По случаю/Поздравление, Композиции, Композиции/Авторские букеты, Композиции/Осенние, Кому/Деловому партнеру, Кому/Коллеге, Кому/Подруге, Кому/Мужу, Кому/Мужчине";"Экзотический фрукт";3720.00;ekzoticheskij-frukt;1;;;"Малый (15-20см)";;;;"Экзотический фрукт";"Ананас, Букеты, Хризантемы, Хризантемы";"лист лилии - 11 шт. пиафлор большой - 1 шт. хризантема кустовая - 6 шт.";"<p>лист лилии - 11 шт.<br />пиафлор большой - 1 шт.<br />хризантема кустовая - 6 шт.</p>";;ananas_b.jpg;;;;;;
"Букеты, Букеты/Хризантемы, По случаю/Поздравление, По случаю/Бизнес-поздравления, Композиции/Осенние, Стиль/Желтый, Кому/Ребёнку, Кому/Деловому партнеру, Кому/Коллеге, Кому/Мужчине, Кому/Дедушке, Кому/Мужу";"Машина в подарок";2880.00;mashina-v-podarok;1;;;"Малый (15-20см)";;;;"Машина в подарок";"Формула-1, Букеты";"декор - 1 шт. пиафлор большой - 1 шт. поддон - 1 шт. хризантема кустовая - 10 шт.";"<p>декор - 1 шт.<br />пиафлор большой - 1 шт.<br />поддон - 1 шт.<br />хризантема кустовая - 10 шт.</p>";;formula-1_b.jpg;;;;;;
"Букеты, Букеты/Ирисы, Букеты/Розы, Букеты/Хризантемы, По случаю/Поздравление, По случаю/Проф. праздник, Композиции/Авторские букеты, Стиль/Разноцветный, Стиль/Желтый, Кому/Деловому партнеру, Кому/Коллеге, Кому/Женщине, Кому/Мужчине";"День автомобилиста";3080.00;den-avtomobilista;1;;;"Букет средний (25-30см)";;;;"День автомобилиста";"Ни гвоздя, ни жезла!, Букеты, По случаю";"гиперикум - 3 шт. декор - 1 шт. ирис - 7 шт. лента - 1 шт. роза 60 см - 7 шт. тласпия - 1 шт. фетр - 1 шт. фисташки зелень - 6 шт. хризантема кустовая - 3 шт.";"<p>гиперикум - 3 шт.<br />декор - 1 шт.<br />ирис - 7 шт.<br />лента - 1 шт.<br />роза 60 см - 7 шт.<br />тласпия - 1 шт.<br />фетр - 1 шт.<br />фисташки зелень - 6 шт.<br />хризантема кустовая - 3 шт.</p>";;ni-gvozdja-ni-zhezla_b.jpg;;;;;;
"Букеты, Букеты/Розы, Букеты/Гвоздики, Букеты/Герберы , По случаю/Поздравление, По случаю/День рождения, По случаю/Извинение, По случаю/Благодарность, Композиции/Весенние, Композиции/Летние, Стиль/Розовый, Кому/Маме, Кому/Женщине, Кому/Любимой, Кому/Семье, Кому/Мужчине, Кому/Бабушке";"Светская львица";4080.00;svetskaya-lvitsa;1;;;"Букет средний (25-30см)";;;;"Светская львица";"Модная штучка, Букеты";"гвоздика - 4 шт. гербера -3 шт. декор - 1 шт. лента большая - 1 шт. лист аспидистры - 7 шт. органза - 1 шт. роза кустовая - 3 шт. роза 50 см - 8 шт. тласпия - 1 шт. фисташки зелень - 8 шт. фрезия - 8 шт.";"<p>гвоздика - 4 шт.<br />гербера -3 шт.<br />декор - 1 шт.<br />лента большая - 1 шт.<br />лист аспидистры - 7 шт.<br />органза - 1 шт.<br />роза кустовая - 3 шт.<br />роза 50 см - 8 шт.<br />тласпия - 1 шт.<br />фисташки зелень - 8 шт.<br />фрезия - 8 шт.</p>";;modnaja-shtuchka_b.jpg;;;;;;
"Букеты, Букеты/Розы, Букеты/Гвоздики, Букеты/Ирисы, По случаю/Поздравление, По случаю/Проф. праздник, Композиции/Авторские букеты, Композиции/Весенние, Стиль/Разноцветный, Кому/Женщине, Кому/Маме, Кому/Семье, Кому/Мужчине, Кому/Учителю";Национальный;4960.00;natsionalnyj;1;;;"Букет средний (25-30 см)";;;;Национальный;"Патриотический, Букеты, Розы";"гвоздика - 13 шт. декор - 3 шт. ирис - 24 шт. лента - 3 шт. роза 50 см - 16 шт.";"<p>гвоздика - 13 шт.<br />декор - 3 шт.<br />ирис - 24 шт.<br />лента - 3 шт.<br />роза 50 см - 16 шт.</p>";;patrioticheskij_b.jpg;;;;;;
"Букеты, Букеты/Розы, По случаю/Поздравление, По случаю/День рождения, По случаю/Сказать люблю, По случаю/Извинение, Композиции/Авторские букеты, Стиль/Нежный, Кому/Женщине, Кому/Любимой";"Весенний закат";2820.00;vesennij-zakat;1;;;"Букет малый (15-20см)";;;;"Весенний закат";"Весенняя премьера, Букеты";"берграсс - 1 шт. гиперикум - 5 шт. лента  1 шт. лист аспидистры - 10 шт. органза - 1 шт. роза 60 см - 7 шт. хедера/плющ - 1 шт.";"<p>берграсс - 1 шт.<br />гиперикум - 5 шт.<br />лента&nbsp; 1 шт.<br />лист аспидистры - 10 шт.<br />органза - 1 шт.<br />роза 60 см - 7 шт.<br />хедера/плющ - 1 шт.</p>";;vesennjaja-premera_b.jpg;;;;;;
"Композиции, Букеты/Розы, По случаю/Поздравление, По случаю, Кому/Женщине, Кому/Маме, Кому/Семье";"Горшочек счастья";710.00;gorshochek-schastya;1;;;"малый (15-20см)";;;;"Горшочек счастья";"Ваше высочество, Настольные, Букеты";"горшечная роза - 1 шт.";"<p>горшечная роза - 1 шт.</p>";;vashe-vysochestvo_500x600.jpg;;;;;;
"Букеты, Композиции, Букеты/Розы, Букеты/Орхидеи, По случаю/День рождения, По случаю/Поздравление, По случаю/Бизнес-поздравления, Композиции/Корзины с цветами, Композиции/Цветы в корзинах, Стиль/Фиолетовый, Кому/Мужчине, Кому/Ребёнку, Кому/Деловому партнеру";Бригантина;4970.00;brigantina;1;;;"большой (50-60см)";;;;Бригантина;"Фрегат, Букеты, Композиции, Розы, Орхидеи";"гипсофила - 1 шт.   декор - 1 шт.   корзинка - 1 шт.   лист аспидистры - 3 шт.   орхидея ванда - 5 шт.   пиафлор малый - 1 шт.   роза 60 см - 5 шт.   рускус - 2 шт.   статица - 4 шт.   эустома (лизиантус) - 3 шт.";"<p>гипсофила - 1 шт. <br /> декор - 1 шт. <br /> корзинка - 1 шт. <br /> лист аспидистры - 3 шт. <br /> орхидея ванда - 5 шт. <br /> пиафлор малый - 1 шт. <br /> роза 60 см - 5 шт. <br /> рускус - 2 шт. <br /> статица - 4 шт. <br /> эустома (лизиантус) - 3 шт.</p>";;fregat_500x600.jpg;;;;;;
"Букеты, Букеты/Каллы, По случаю/День рождения, По случаю/Поздравление, По случаю/Благодарность, Композиции/Летние, Стиль/Белый, Кому/Женщине, Кому/Маме, Кому/Любимой";"Волшебный вечер";2320.00;volshebnyj-vecher;1;;;"Букет малый (15-20см)";;;;"Волшебный вечер";"Лебединая верность, Букеты";"калла - 11 шт. лента - 1 шт. бутоньерка - 1 шт.";"<p>калла - 11 шт.<br />лента - 1 шт.<br />бутоньерка - 1 шт.</p>";;lebedinaja-vernost_b.jpg;;;;;;
"Букеты, Букеты/Розы, По случаю/На свадьбу, По случаю, Стиль/Белый, Композиции/Авторские букеты, Композиции, Стиль, Стиль/Красный, Кому, Кому/Любимой";Кокетка;3640.00;koketka;1;1;;"Букет малый (15-20см)";;;;Кокетка;"Красное и белое, Свадьба, Свадьба, Розы";"бутоньерка - 1 шт. лента - 4 шт. роза 50 см - 31 шт. рускус - 5 шт.";"<p>бутоньерка - 1 шт.<br />лента - 4 шт.<br />роза 50 см - 31 шт.<br />рускус - 5 шт.</p>";;krasnoe-i-beloe_b.jpg;;;;;;
"Букеты, Букеты/Розы, По случаю/День рождения, По случаю/Поздравление, По случаю/Извинение, Стиль, Стиль/Розовый, Кому/Женщине, Кому/Маме, Кому/Любимой, Композиции/Авторские букеты";"Королевская роскошь";21640.00;korolevskaya-roskosh;1;1;;"Большой (50-60см)";;;;"Королевская роскошь";"Ранняя весна, Букеты, Розы, День рождения";"лента - 1 шт.  роза эквадорская - 101 шт.";"<p>лента - 1 шт.<br /> роза эквадорская - 101 шт.</p>";;rannjaja-vesna_b.jpg;;;;;;
"Букеты, Букеты/Розы, По случаю/Поздравление, По случаю/Благодарность, Композиции/Авторские букеты, Композиции/Осенние, Стиль/Разноцветный, Кому/Женщине, Букеты/Хризантемы, Кому/Учителю";"Здравствуй школа";3500.00;zdravstvuj-shkola;1;;;"Букет средний (25-30см)";;;;"Здравствуй школа";"1 сентября, Букеты";"альстромерия - 3 шт. ветка берёзы красной - 1 шт. декор - 8 шт. лист аралии - 3 шт. пиафлор малый - -1 шт. поддон - 1 шт. роза 50 см - 7 шт. солидаго - 3 шт. фисташки зелень - 5 шт. хризантема кустовая - 2 шт.";"<p>альстромерия - 3 шт.<br />ветка берёзы красной - 1 шт.<br />декор - 8 шт.<br />лист аралии - 3 шт.<br />пиафлор малый - -1 шт.<br />поддон - 1 шт.<br />роза 50 см - 7 шт.<br />солидаго - 3 шт.<br />фисташки зелень - 5 шт.<br />хризантема кустовая - 2 шт.</p>";;1-sentjabrja_b.jpg;;;;;;
"Букеты, Букеты/Хризантемы, Стиль/Яркий, По случаю/День рождения, По случаю/Поздравление, Композиции/Осенние, Кому/Женщине, Кому/Маме, Кому/Учителю, Стиль/Фиолетовый";Мечтательница;2780.00;mechtatelnitsa;1;1;;"Малый 15-20 см";;;;Мечтательница;"Меланжевый, Букеты";;;;melanzhevyj_bz1_1.jpg;;;;;;
"Букеты, Букеты/Хризантемы, Стиль/Яркий, По случаю/День рождения, По случаю/Поздравление, Композиции/Осенние, Кому/Женщине, Кому/Маме, Кому/Учителю, Стиль/Фиолетовый";Мечтательница;5550.00;mechtatelnitsa;1;1;;"Средний 25-30 см";;;;Мечтательница;"Меланжевый, Букеты";;;;melanzhevyj_bz1_1.jpg;;;;;;
"Букеты, Букеты/Хризантемы, Стиль/Яркий, По случаю/День рождения, По случаю/Поздравление, Композиции/Осенние, Кому/Женщине, Кому/Маме, Кому/Учителю, Стиль/Фиолетовый";Мечтательница;7680.00;mechtatelnitsa;1;1;;"Большой 35-40 см";;;;Мечтательница;"Меланжевый, Букеты";;;;melanzhevyj_bz1_1.jpg;;;;;;
"Букеты, Букеты/Розы, По случаю/День рождения, По случаю/Поздравление, По случаю/Бизнес-поздравления, Композиции/Авторские букеты, Стиль/Нежный, Кому/Женщине, Кому/Семье, Кому/Маме, Кому/Деловому партнеру";"Золотая рыбка";5530.00;zolotaya-rybka;0;;;"Средний (25-30см)";;;;"Золотая рыбка";"Исполнение желаний, Букеты, Розы, День рождения";"аспарагус умбеллатус - 1 шт.  ваза - 1 шт.  ваза на ножке - 1 шт.  гипсофила - 1 шт.  декор - 3 шт.  живая золотая рыбка - 1 шт.  лист аспидистры - 5 шт.  пиафлор малый - 2 шт.  поддон - 1 шт.  роза 60 см - 13 шт.  хвощ - 4 шт.";"<p>аспарагус умбеллатус - 1 шт.<br /> ваза - 1 шт.<br /> ваза на ножке - 1 шт.<br /> гипсофила - 1 шт.<br /> декор - 3 шт.<br /> живая золотая рыбка - 1 шт.<br /> лист аспидистры - 5 шт.<br /> пиафлор малый - 2 шт.<br /> поддон - 1 шт.<br /> роза 60 см - 13 шт.<br /> хвощ - 4 шт.</p>";;ispolnenie-zhelanij_b.jpg;;;;;;
"Букеты, Букеты/Лилии, По случаю/День рождения, По случаю/Поздравление, По случаю/Извинение, Композиции/Авторские букеты, Композиции/Летние, Стиль/Белый, Кому/Женщине, Кому/Любимой";Афродита;5670.00;afrodita;1;;;"Букет большой (35-50см)";;;;Афродита;"Звездный час, Букеты, Лилии";"ваза - 1 шт. краспедия - 12 шт. лента - 1 шт. лилия ветка - 5 шт. рускус - 20 шт. статица - 5 шт.";"<p>ваза - 1 шт.<br />краспедия - 12 шт.<br />лента - 1 шт.<br />лилия ветка - 5 шт.<br />рускус - 20 шт.<br />статица - 5 шт.</p>";;zvezdnyj-chas_b.jpg;;;;;;
"Букеты, Букеты/Розы, Букеты/Альстромерии, По случаю/День рождения, По случаю/Бизнес-поздравления, По случаю/Поздравление, По случаю/Извинение, Композиции/Авторские букеты, Стиль/Разноцветный, Стиль/Яркий, Кому/Женщине, Кому/Маме, Кому/Любимой";Гармония;3980.00;garmoniya;1;;;"Малый (15-20см)";;;;Гармония;"Привет лета, Букеты, Розы, Альстромерии, День рождения";"альстромерия - 5 шт.  ваза -1 шт.  гиперикум - 4 шт.  лента - 1 шт.  роза 60 см - 11 шт.  рускус - 5 шт.";"<p>альстромерия - 5 шт.<br /> ваза -1 шт.<br /> гиперикум - 4 шт.<br /> лента - 1 шт.<br /> роза 60 см - 11 шт.<br /> рускус - 5 шт.</p>";;privet-leta_b.jpg;;;;;;
"Букеты, Букеты/Ромашки, Букеты/Хризантемы, По случаю/День рождения, По случаю/Поздравление, Композиции/Авторские букеты, Стиль/Белый, Кому/Женщине, Кому/Учителю, Кому/Маме";"Приятный сюрприз";6090.00;priyatnyj-syurpriz;0;;;"средний (25-30см)";;;;"Приятный сюрприз";"В гостях у сказки, Букеты";"гиперикум - 5 шт. декор - 2 шт. корзина малая - 1 шт. пиафлор большой - 1 шт. ромашка - 10 шт. тласпия - 4 шт. фрезия - 9 шт. хризантема одиночная - 3 шт.";"<p>гиперикум - 5 шт.<br />декор - 2 шт.<br />корзина малая - 1 шт.<br />пиафлор большой - 1 шт.<br />ромашка - 10 шт.<br />тласпия - 4 шт.<br />фрезия - 9 шт.<br />хризантема одиночная - 3 шт.</p>";;v-gostjah-u-skazki_b.jpg;;;;;;
"Букеты, Букеты/Тюльпаны, По случаю/День рождения, По случаю/Поздравление, Композиции/Весенние, Стиль/Зеленый, Стиль/Белый, Стиль/Красный, Кому/Женщине, Кому/Мужчине";"Аленький цветочек";830.00;alenkij-tsvetochek;1;;;"Малый (15-20см)";;;;"Аленький цветочек";"Алый лал, Букеты, Тюльпаны, День рождения";"бабочка - 1 шт.  декор - 1 шт.  лента - 1 шт.  триферн (аспарагус) - 1 шт.  тюльпан - 1 шт.  фетр - 1 шт.  фрезия - 2 шт.";"<p>бабочка - 1 шт.<br /> декор - 1 шт.<br /> лента - 1 шт.<br /> триферн (аспарагус) - 1 шт.<br /> тюльпан - 1 шт.<br /> фетр - 1 шт.<br /> фрезия - 2 шт.</p>";;alyj-lal-_b.jpg;;;;;;
"Букеты, Букеты/Хризантемы, Букеты/Розы, Букеты/Альстромерии, По случаю/Поздравление, По случаю/День рождения, По случаю/Извинение, По случаю/Благодарность, Композиции/Авторские букеты, Композиции/Осенние, Стиль/Разноцветный, Стиль/Нежный, Кому/Мужчине, Кому/Женщине, Кому/Маме, Кому/Учителю";Дежавю;5670.00;dezhavyu;0;;;"Большой (35-50см)";;;;Дежавю;"Ностальжи, Букеты, Хризантемы, Розы, Альстромерии";"альстромерия - 6 шт.  лента - 1 шт.  роза 60 см - 9 шт.  рускус - 10 шт.  сетка- 1 шт.  триферн (аспарагус) - 10 шт.  фетр - 1 шт.  хризантема кустовая - 5 шт.  хризантема одиночная - 3 шт.";"<p>альстромерия - 6 шт.<br /> лента - 1 шт.<br /> роза 60 см - 9 шт.<br /> рускус - 10 шт.<br /> сетка- 1 шт.<br /> триферн (аспарагус) - 10 шт.<br /> фетр - 1 шт.<br /> хризантема кустовая - 5 шт.<br /> хризантема одиночная - 3 шт.</p>";;nostalzhi_b.jpg;;;;;;
"Букеты, Букеты/Розы, По случаю/День рождения, По случаю/Поздравление, По случаю/Извинение, По случаю/Благодарность, Композиции/Авторские букеты, Стиль/Нежный, Кому/Женщине, Кому/Семье, Кому/Маме, Кому/Мужчине";"Истинные чувства";6010.00;istinnye-chuvstva;0;;;"Букет средний (25-30 см)";;;;"Истинные чувства";"Сезам, Букеты, Розы";"гиперикум - 8 шт. лента - 1 шт. леукодендрон - 9 шт. роза 60 см - 21 шт. рускус - 9 шт. фетр - 1 шт.";"<p>гиперикум - 8 шт.<br />лента - 1 шт.<br />леукодендрон - 9 шт.<br />роза 60 см - 21 шт.<br />рускус - 9 шт.<br />фетр - 1 шт.</p>";;sezam_b.jpg;;;;;;
"Букеты, Букеты/Розы, Букеты/Хризантемы, Букеты/Тюльпаны, По случаю/День рождения, По случаю/Поздравление, Композиции/Авторские букеты, Стиль/Желтый, Стиль/Синий, Стиль/Белый, Стиль/Яркий, Кому/Женщине, Кому/Семье";"Синее небо";5810.00;sinee-nebo;0;;;"Большой (35-50см)";;;;"Синее небо";"Гляжу в озёра синие…, Букеты, Розы, Хризантемы, Тюльпаны, День рождения, Поздравление";"лента - 1 шт.  лист аспидистры - 6 шт.  роза синяя - 9 шт.  рускус - 11 шт.  сетка - 1 шт.  солидаго - 5 шт.  статица - 2 шт.  тюльпан - 11 шт.  фетр - 1 шт.  хризантема кустовая - 5 шт.  хризантема одиночная - 3 шт.";"<p>лента - 1 шт.<br /> лист аспидистры - 6 шт.<br /> роза синяя - 9 шт.<br /> рускус - 11 шт.<br /> сетка - 1 шт.<br /> солидаго - 5 шт.<br /> статица - 2 шт.<br /> тюльпан - 11 шт.<br /> фетр - 1 шт.<br /> хризантема кустовая - 5 шт.<br /> хризантема одиночная - 3 шт.</p>";;gljazhu-v-ozjora-sinie_b.jpg;;;;;;
"Букеты, Букеты/Герберы , Букеты/Ирисы, Букеты/Розы, Букеты/Хризантемы, По случаю/День рождения, По случаю/Поздравление, По случаю/Благодарность, Композиции/Авторские букеты, Композиции/Осенние, Стиль/Разноцветный, Стиль/Яркий, Кому/Женщине, Кому/Любимой, Кому/Семье, Кому/Мужчине";"Лето навсегда";5180.00;leto-navsegda;0;1;;"средний (25-30см)";;;;"Лето навсегда";"Тридевятое царство, Букеты, Герберы , Ирисы, Розы, Хризантемы";"гербера - 8 шт.   гипсофила - 1 шт.   ирис - 10 шт.   лента - 1 шт.   органза - 1 шт.   роза кустовая - 5 шт.   роза 50 см - 4 шт.   рускус - 15 шт.   сетка - 1 шт.   хризантема кустовая - 5 шт.";"<p>гербера - 8 шт. <br /> гипсофила - 1 шт. <br /> ирис - 10 шт. <br /> лента - 1 шт. <br /> органза - 1 шт. <br /> роза кустовая - 5 шт. <br /> роза 50 см - 4 шт. <br /> рускус - 15 шт. <br /> сетка - 1 шт. <br /> хризантема кустовая - 5 шт.</p>";;tridevjatoe-carstvo_500x600.jpg;;;;;;
"Букеты, Букеты/Розы";"Только ты";3440.00;tolko-ty;1;;;"Букет средний (25-30см)";;;;"Только ты";"Главная тема, Букеты";"декор - 1 шт. каркас - 1 шт. лента - 1 шт. роза 60 см - 18 шт. хризантема кустовая - 5 шт.";"<p>декор - 1 шт.<br />каркас - 1 шт.<br />лента - 1 шт.<br />роза 60 см - 18 шт.<br />хризантема кустовая - 5 шт.</p>";;glavnaja-tema_b.jpg;;;;;;
